age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,code_sondage,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,has_left
50,F,17856,Marié(e),Consulting,Senior Manager,2,80,32,2,2,4,3,4,1,3,3,4,Non,22 %,1,3,1,1215,2,3,Transformation Digitale,Y,Frequent,2,2,0
28,M,3196,Marié(e),Consulting,Consultant,1,80,6,6,5,4,2,1,1,3,3,3,Non,12 %,3,2,1,1216,19,4,Transformation Digitale,Y,Occasionnel,3,3,0
46,M,19081,Marié(e),Consulting,Directeur Technique,5,80,25,4,2,4,3,5,2,1,3,3,Non,11 %,1,2,1,1217,15,2,Infra & Cloud,Y,Occasionnel,0,3,0
35,M,8966,Marié(e),Commercial,Cadre Commercial,3,80,15,7,7,3,3,2,1,4,3,3,Oui,15 %,3,2,1,1218,17,4,Infra & Cloud,Y,Occasionnel,1,7,0
24,F,2210,Marié(e),Consulting,Consultant,1,80,1,1,0,4,3,1,2,1,1,3,Non,13 %,1,3,1,1219,17,2,Infra & Cloud,Y,Occasionnel,0,0,1
33,F,4539,Marié(e),Commercial,Cadre Commercial,1,80,10,10,7,2,3,2,3,1,2,3,Non,12 %,1,3,1,1220,25,3,Transformation Digitale,Y,Frequent,0,1,0
36,M,2741,Divorcé(e),Consulting,Consultant,1,80,7,7,7,3,1,1,3,3,3,3,Non,14 %,1,4,1,1221,6,4,Infra & Cloud,Y,Occasionnel,1,7,0
30,M,3491,Divorcé(e),Consulting,Consultant,1,80,10,10,7,3,3,2,3,1,2,3,Non,13 %,3,4,1,1224,7,4,Infra & Cloud,Y,Occasionnel,8,9,0
44,M,4541,Célibataire,Consulting,Assistant de Direction,1,80,20,20,11,4,3,2,4,2,3,4,Non,25 %,0,3,1,1225,29,4,Autre,Y,Occasionnel,13,17,0
20,M,2678,Célibataire,Commercial,Représentant Commercial,1,80,2,2,1,3,4,1,4,4,3,3,Non,17 %,0,2,1,1226,21,3,Marketing,Y,Occasionnel,2,2,0
46,M,7379,Divorcé(e),Consulting,Tech Lead,2,80,12,6,3,4,3,2,4,3,2,3,Non,11 %,1,3,1,1228,2,4,Entrepreunariat,Y,Occasionnel,1,4,0
42,M,6272,Marié(e),Ressources Humaines,Ressources Humaines,7,80,10,4,3,4,4,2,1,1,4,3,Non,16 %,1,3,1,1231,2,5,Transformation Digitale,Y,Aucun,0,3,0
60,M,5220,Divorcé(e),Commercial,Cadre Commercial,0,80,12,11,7,2,4,2,4,2,3,3,Oui,18 %,1,3,1,1233,7,4,Marketing,Y,Occasionnel,1,9,0
32,F,2743,Marié(e),Consulting,Consultant,1,80,2,2,2,3,2,1,2,3,3,4,Non,20 %,1,2,1,1234,13,3,Autre,Y,Frequent,2,2,0
32,F,4998,Célibataire,Consulting,Assistant de Direction,4,80,10,8,7,4,3,2,3,4,3,3,Oui,14 %,0,2,1,1235,2,2,Infra & Cloud,Y,Frequent,0,7,0
36,F,10252,Divorcé(e),Consulting,Tech Lead,2,80,17,7,7,3,1,3,1,3,3,4,Oui,21 %,1,2,1,1237,1,3,Entrepreunariat,Y,Occasionnel,7,7,0
33,M,2781,Marié(e),Consulting,Assistant de Direction,0,80,15,14,10,1,3,1,4,2,3,3,Non,13 %,1,5,1,1238,9,3,Transformation Digitale,Y,Occasionnel,4,10,0
40,F,6852,Divorcé(e),Commercial,Cadre Commercial,7,80,7,5,1,2,2,2,2,2,4,3,Non,12 %,1,2,1,1239,10,3,Entrepreunariat,Y,Occasionnel,1,3,0
25,M,4950,Célibataire,Commercial,Cadre Commercial,0,80,5,4,3,3,3,2,4,2,3,3,Non,14 %,0,4,1,1240,10,4,Infra & Cloud,Y,Occasionnel,1,1,0
30,M,3579,Marié(e),Consulting,Assistant de Direction,0,80,12,11,9,4,3,1,2,1,3,4,Oui,21 %,1,2,1,1241,1,3,Transformation Digitale,Y,Occasionnel,5,7,0
42,F,13191,Marié(e),Consulting,Directeur Technique,3,80,20,1,0,1,3,3,1,3,3,3,Oui,17 %,0,6,1,1242,26,5,Transformation Digitale,Y,Frequent,0,0,0
35,F,10377,Marié(e),Commercial,Cadre Commercial,4,80,16,13,2,3,2,3,4,2,2,3,Oui,11 %,1,6,1,1243,8,2,Marketing,Y,Aucun,4,12,0
27,M,2235,Marié(e),Consulting,Assistant de Direction,1,80,9,9,7,1,3,1,1,4,2,3,Oui,14 %,2,3,1,1244,14,3,Infra & Cloud,Y,Occasionnel,6,8,0
54,F,10502,Divorcé(e),Consulting,Tech Lead,7,80,33,5,4,4,3,3,3,1,1,3,Non,17 %,1,2,1,1245,1,4,Infra & Cloud,Y,Frequent,1,4,0
44,F,2011,Marié(e),Consulting,Assistant de Direction,1,80,10,10,5,1,4,1,4,4,3,3,Non,13 %,1,5,1,1246,2,1,Infra & Cloud,Y,Occasionnel,7,7,0
19,F,1859,Célibataire,Consulting,Assistant de Direction,1,80,1,1,1,1,2,1,2,2,4,4,Oui,25 %,0,2,1,1248,10,3,Transformation Digitale,Y,Aucun,0,0,1
29,F,3760,Divorcé(e),Consulting,Assistant de Direction,1,80,3,3,2,1,3,1,4,1,3,3,Non,15 %,3,5,1,1249,1,3,Infra & Cloud,Y,Occasionnel,1,2,0
54,M,17779,Marié(e),Consulting,Directeur Technique,3,80,36,10,9,4,3,4,4,1,3,3,Non,14 %,0,2,1,1250,3,3,Infra & Cloud,Y,Occasionnel,0,9,0
31,M,6833,Marié(e),Consulting,Manager,1,80,6,6,5,3,3,2,1,4,2,3,Oui,12 %,0,2,1,1251,11,2,Transformation Digitale,Y,Occasionnel,0,1,0
31,F,6812,Célibataire,Consulting,Manager,1,80,10,10,9,3,2,2,1,2,3,3,Non,19 %,0,2,1,1252,24,3,Transformation Digitale,Y,Occasionnel,1,8,0
59,F,5171,Célibataire,Commercial,Cadre Commercial,5,80,13,6,1,3,2,2,4,4,3,3,Non,17 %,0,2,1,1254,3,3,Infra & Cloud,Y,Occasionnel,0,5,0
43,M,19740,Marié(e),Consulting,Directeur Technique,3,80,25,8,7,3,1,5,4,2,3,3,Non,14 %,1,2,1,1255,3,3,Infra & Cloud,Y,Occasionnel,0,7,0
49,M,18711,Marié(e),Consulting,Senior Manager,2,80,23,1,0,1,2,5,3,3,4,3,Non,13 %,1,2,1,1256,4,2,Transformation Digitale,Y,Occasionnel,0,0,0
36,M,3692,Marié(e),Consulting,Assistant de Direction,1,80,12,11,10,3,3,1,2,3,2,3,Non,12 %,0,2,1,1257,3,3,Entrepreunariat,Y,Frequent,0,7,0
48,M,2559,Célibataire,Consulting,Consultant,5,80,7,1,0,4,4,1,2,3,2,3,Non,11 %,0,4,1,1258,2,2,Entrepreunariat,Y,Occasionnel,0,0,0
27,M,2517,Divorcé(e),Consulting,Assistant de Direction,1,80,5,5,3,1,3,1,3,2,3,3,Non,11 %,3,2,1,1259,4,2,Infra & Cloud,Y,Occasionnel,0,3,0
29,M,6623,Divorcé(e),Consulting,Manager,1,80,6,6,0,3,3,2,4,2,3,3,Oui,11 %,2,2,1,1260,7,3,Infra & Cloud,Y,Occasionnel,1,0,0
48,M,18265,Célibataire,Consulting,Directeur Technique,6,80,25,1,0,4,2,5,4,3,4,3,Non,12 %,0,3,1,1263,1,3,Infra & Cloud,Y,Occasionnel,0,0,0
29,F,16124,Divorcé(e),Consulting,Directeur Technique,3,80,9,7,7,4,2,4,4,2,2,3,Non,14 %,2,2,1,1264,1,3,Infra & Cloud,Y,Occasionnel,1,7,0
34,F,2585,Marié(e),Consulting,Assistant de Direction,0,80,2,1,0,3,4,1,3,4,2,3,Non,17 %,0,5,1,1265,20,3,Entrepreunariat,Y,Occasionnel,0,0,0
44,M,18213,Marié(e),Commercial,Senior Manager,7,80,26,22,9,2,3,5,2,3,3,3,Non,11 %,1,5,1,1267,5,3,Marketing,Y,Occasionnel,3,10,0
33,M,8380,Divorcé(e),Commercial,Cadre Commercial,0,80,10,9,8,4,4,3,3,4,3,3,Oui,14 %,2,3,1,1268,10,5,Marketing,Y,Occasionnel,0,8,0
19,F,2994,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0,2,4,1,4,4,3,3,Oui,12 %,0,2,1,1269,25,3,Infra & Cloud,Y,Occasionnel,0,1,0
23,M,1223,Marié(e),Consulting,Assistant de Direction,1,80,1,1,0,4,3,1,3,4,3,4,Non,22 %,1,2,1,1270,1,2,Infra & Cloud,Y,Occasionnel,0,1,0
25,M,1118,Célibataire,Commercial,Représentant Commercial,1,80,1,1,0,3,1,1,4,4,3,3,Oui,14 %,0,4,1,1273,24,1,Infra & Cloud,Y,Frequent,1,0,1
26,M,2875,Célibataire,Consulting,Assistant de Direction,1,80,8,8,5,3,3,1,4,2,2,4,Oui,20 %,0,2,1,1275,4,2,Infra & Cloud,Y,Occasionnel,2,2,0
45,F,18824,Célibataire,Commercial,Senior Manager,2,80,26,24,10,1,1,5,2,1,3,3,Oui,16 %,0,2,1,1277,2,3,Marketing,Y,Occasionnel,1,11,1
55,M,13577,Divorcé(e),Consulting,Manager,1,80,34,33,9,4,2,4,2,4,3,3,Oui,15 %,1,3,1,1278,8,1,Transformation Digitale,Y,Aucun,15,0,0
21,F,2625,Célibataire,Consulting,Consultant,1,80,2,2,2,1,2,1,3,3,1,4,Non,20 %,0,2,1,1279,10,2,Infra & Cloud,Y,Frequent,2,2,1
46,F,18789,Marié(e),Commercial,Senior Manager,2,80,26,11,4,4,2,5,2,3,3,3,Non,14 %,1,2,1,1280,4,2,Marketing,Y,Occasionnel,0,8,0
34,F,4538,Célibataire,Commercial,Cadre Commercial,0,80,4,3,2,3,3,2,1,4,3,3,Oui,12 %,0,3,1,1281,2,3,Marketing,Y,Occasionnel,0,2,0
51,M,19847,Divorcé(e),Commercial,Senior Manager,4,80,31,29,10,4,3,5,2,1,2,4,Oui,24 %,1,5,1,1282,9,3,Infra & Cloud,Y,Frequent,11,10,0
59,M,10512,Célibataire,Consulting,Tech Lead,6,80,25,9,7,4,3,3,4,4,2,3,Non,12 %,0,6,1,1283,18,4,Transformation Digitale,Y,Occasionnel,5,4,0
34,F,4444,Divorcé(e),Consulting,Consultant,4,80,15,11,8,3,3,2,2,3,4,3,Non,13 %,2,2,1,1285,19,3,Transformation Digitale,Y,Frequent,5,10,0
28,M,2154,Célibataire,Consulting,Consultant,0,80,5,4,2,4,3,1,3,3,2,3,Oui,11 %,0,2,1,1286,1,4,Transformation Digitale,Y,Frequent,0,2,0
44,M,19190,Divorcé(e),Consulting,Senior Manager,1,80,26,25,9,3,4,5,1,4,2,3,Non,14 %,2,4,1,1288,4,2,Infra & Cloud,Y,Occasionnel,14,13,0
34,M,4490,Marié(e),Ressources Humaines,Ressources Humaines,4,80,14,10,9,3,2,2,2,4,4,3,Non,11 %,2,5,1,1289,11,3,Infra & Cloud,Y,Frequent,1,8,0
35,M,3506,Marié(e),Consulting,Assistant de Direction,0,80,4,3,2,3,3,1,3,4,3,3,Oui,14 %,0,3,1,1291,6,1,Infra & Cloud,Y,Occasionnel,2,2,0
42,F,2372,Marié(e),Consulting,Assistant de Direction,6,80,18,1,0,2,4,2,2,4,3,3,Oui,16 %,0,2,1,1292,7,4,Transformation Digitale,Y,Occasionnel,0,0,0
43,F,10231,Célibataire,Commercial,Cadre Commercial,3,80,23,21,7,4,2,3,4,4,4,3,Non,14 %,0,3,1,1293,4,4,Marketing,Y,Occasionnel,15,17,0
36,F,5410,Célibataire,Consulting,Tech Lead,9,80,18,16,14,3,3,2,2,4,3,3,Oui,11 %,0,2,1,1294,2,4,Infra & Cloud,Y,Occasionnel,5,12,0
44,F,7978,Marié(e),Consulting,Manager,1,80,10,10,7,1,3,3,4,4,3,3,Non,11 %,1,2,1,1295,15,3,Transformation Digitale,Y,Occasionnel,0,5,1
28,M,3867,Marié(e),Consulting,Consultant,1,80,2,2,2,4,2,1,4,2,3,3,Oui,12 %,1,2,1,1296,2,3,Infra & Cloud,Y,Frequent,2,2,0
51,F,2838,Célibataire,Consulting,Consultant,0,80,8,7,0,2,2,1,3,2,2,3,Non,14 %,0,6,1,1297,6,2,Transformation Digitale,Y,Frequent,7,7,0
30,F,4695,Célibataire,Consulting,Tech Lead,7,80,10,8,4,3,3,2,3,3,3,3,Oui,18 %,0,3,1,1298,9,2,Transformation Digitale,Y,Aucun,1,7,0
29,F,3339,Divorcé(e),Consulting,Consultant,3,80,10,7,7,2,3,1,3,1,3,3,Oui,13 %,2,2,1,1299,7,3,Entrepreunariat,Y,Occasionnel,7,7,1
28,M,2080,Célibataire,Consulting,Assistant de Direction,2,80,5,3,2,4,3,1,1,2,2,3,Non,11 %,0,2,1,1301,1,3,Entrepreunariat,Y,Occasionnel,1,2,0
25,F,2096,Célibataire,Consulting,Assistant de Direction,1,80,2,2,2,4,3,1,2,4,2,3,Non,18 %,0,3,1,1303,1,3,Transformation Digitale,Y,Occasionnel,2,1,0
32,M,6209,Marié(e),Commercial,Cadre Commercial,1,80,10,10,7,3,4,2,4,3,4,3,Non,15 %,2,4,1,1304,8,3,Transformation Digitale,Y,Occasionnel,0,8,0
45,F,18061,Célibataire,Consulting,Senior Manager,3,80,22,0,0,2,3,5,2,3,3,4,Non,22 %,0,4,1,1306,25,3,Transformation Digitale,Y,Frequent,0,0,0
39,F,17123,Divorcé(e),Consulting,Senior Manager,6,80,21,19,9,3,2,4,2,4,3,3,Oui,13 %,2,4,1,1307,13,4,Transformation Digitale,Y,Occasionnel,15,2,0
58,M,2372,Divorcé(e),Consulting,Assistant de Direction,1,80,2,2,2,1,3,1,3,4,3,3,Non,12 %,2,3,1,1308,23,4,Infra & Cloud,Y,Occasionnel,2,2,0
32,M,4883,Marié(e),Consulting,Consultant,1,80,10,10,4,4,3,2,3,1,3,3,Non,18 %,1,3,1,1309,7,2,Infra & Cloud,Y,Occasionnel,1,1,1
39,M,3904,Célibataire,Consulting,Assistant de Direction,0,80,6,5,2,3,3,1,1,1,3,3,Non,13 %,0,2,1,1310,23,3,Transformation Digitale,Y,Occasionnel,0,3,1
30,F,4627,Marié(e),Consulting,Consultant,0,80,10,9,2,1,2,2,4,1,3,3,Non,12 %,1,6,1,1311,6,3,Entrepreunariat,Y,Occasionnel,6,7,0
36,F,7094,Marié(e),Consulting,Manager,3,80,10,7,7,4,3,3,3,1,3,3,Non,12 %,0,0,1,1312,10,4,Entrepreunariat,Y,Occasionnel,1,7,0
46,F,3423,Célibataire,Ressources Humaines,Ressources Humaines,6,80,10,7,6,4,3,1,1,3,4,3,Non,12 %,0,3,1,1314,1,2,Infra & Cloud,Y,Occasionnel,5,7,0
28,F,6674,Marié(e),Consulting,Consultant,0,80,10,9,8,3,1,2,4,1,3,3,Non,11 %,3,6,1,1315,1,3,Infra & Cloud,Y,Aucun,7,5,0
50,F,16880,Marié(e),Consulting,Directeur Technique,4,80,25,3,2,4,3,4,1,2,3,3,Oui,11 %,0,2,1,1317,28,3,Infra & Cloud,Y,Occasionnel,1,2,0
40,M,9094,Célibataire,Commercial,Cadre Commercial,2,80,9,5,4,4,2,3,2,3,3,3,Oui,12 %,0,2,1,1318,25,4,Marketing,Y,Occasionnel,1,0,1
52,M,8446,Célibataire,Commercial,Cadre Commercial,9,80,10,8,7,2,3,3,2,3,2,3,Oui,19 %,0,2,1,1319,5,3,Infra & Cloud,Y,Occasionnel,7,7,1
30,F,11916,Marié(e),Consulting,Senior Manager,1,80,9,9,1,2,3,3,1,4,3,4,Oui,23 %,2,2,1,1321,17,4,Transformation Digitale,Y,Occasionnel,0,8,0
39,M,4534,Célibataire,Consulting,Tech Lead,0,80,9,8,7,1,3,2,3,1,3,3,Non,11 %,0,6,1,1322,18,2,Infra & Cloud,Y,Occasionnel,1,7,0
31,F,9852,Divorcé(e),Commercial,Cadre Commercial,1,80,10,10,8,4,3,3,3,1,2,3,Oui,19 %,1,5,1,1324,2,4,Infra & Cloud,Y,Aucun,9,6,0
41,M,6151,Célibataire,Commercial,Cadre Commercial,1,80,19,19,2,3,1,2,2,1,3,3,Non,13 %,0,4,1,1329,10,2,Transformation Digitale,Y,Aucun,11,9,0
31,F,2302,Célibataire,Commercial,Représentant Commercial,1,80,3,3,2,4,3,1,2,1,4,3,Oui,11 %,0,2,1,1331,1,3,Infra & Cloud,Y,Frequent,2,2,1
44,M,2362,Marié(e),Consulting,Consultant,4,80,10,3,2,1,3,1,1,3,4,3,Non,12 %,0,4,1,1333,3,3,Infra & Cloud,Y,Occasionnel,1,2,1
42,M,17861,Marié(e),Consulting,Senior Manager,0,80,21,20,8,3,3,4,3,4,2,3,Oui,13 %,0,3,1,1334,2,1,Infra & Cloud,Y,Aucun,2,10,0
55,F,19187,Marié(e),Consulting,Senior Manager,4,80,23,19,9,4,1,5,3,4,3,3,Non,14 %,1,5,1,1336,2,2,Transformation Digitale,Y,Occasionnel,9,11,0
56,M,19717,Célibataire,Ressources Humaines,Senior Manager,6,80,36,7,3,4,3,5,2,1,3,3,Non,14 %,0,4,1,1338,8,4,Infra & Cloud,Y,Occasionnel,7,7,0
40,M,3544,Divorcé(e),Consulting,Assistant de Direction,9,80,6,4,2,3,3,1,3,2,3,3,Non,16 %,1,0,1,1340,16,2,Infra & Cloud,Y,Aucun,0,0,0
34,M,8500,Divorcé(e),Consulting,Manager,0,80,10,9,7,4,3,3,4,4,2,3,Non,11 %,1,0,1,1344,9,3,Infra & Cloud,Y,Occasionnel,1,6,0
40,M,4661,Célibataire,Consulting,Assistant de Direction,1,80,9,9,8,3,3,2,4,3,3,3,Non,13 %,0,4,1,1346,2,3,Infra & Cloud,Y,Occasionnel,8,8,0
41,F,4103,Divorcé(e),Commercial,Cadre Commercial,0,80,10,9,3,3,3,2,1,4,3,3,Non,17 %,1,2,1,1349,1,3,Marketing,Y,Frequent,1,7,0
35,M,4249,Célibataire,Consulting,Assistant de Direction,1,80,9,9,6,3,3,2,3,2,3,3,Oui,11 %,0,3,1,1350,4,4,Infra & Cloud,Y,Frequent,1,1,0
51,M,14026,Divorcé(e),Ressources Humaines,Senior Manager,1,80,33,33,9,3,3,4,2,2,3,3,Oui,11 %,1,2,1,1352,5,3,Infra & Cloud,Y,Occasionnel,0,10,0
38,F,6893,Divorcé(e),Commercial,Cadre Commercial,3,80,11,7,7,2,3,2,1,4,3,3,Non,15 %,1,3,1,1355,2,2,Infra & Cloud,Y,Occasionnel,1,7,0
34,F,6125,Célibataire,Commercial,Cadre Commercial,1,80,10,10,8,3,3,2,1,4,4,3,Non,12 %,0,6,1,1356,15,2,Transformation Digitale,Y,Occasionnel,9,6,0
25,M,3669,Marié(e),Consulting,Consultant,3,80,7,3,2,4,3,1,4,3,2,3,Non,11 %,3,6,1,1358,19,1,Transformation Digitale,Y,Occasionnel,1,2,0
58,F,10008,Marié(e),Consulting,Tech Lead,7,80,31,10,9,3,2,3,1,4,2,3,Oui,14 %,0,0,1,1360,7,4,Transformation Digitale,Y,Occasionnel,5,9,1
40,M,2387,Marié(e),Consulting,Consultant,3,80,7,4,2,2,3,1,2,3,3,4,Non,22 %,1,3,1,1361,1,4,Infra & Cloud,Y,Occasionnel,0,3,0
36,F,4639,Marié(e),Commercial,Cadre Commercial,2,80,17,15,7,1,4,2,1,4,2,3,Non,16 %,1,2,1,1362,7,3,Marketing,Y,Frequent,6,13,0
48,M,7898,Célibataire,Consulting,Tech Lead,1,80,11,10,9,4,3,3,4,3,3,3,Non,11 %,0,2,1,1363,4,3,Infra & Cloud,Y,Occasionnel,0,8,0
27,F,2534,Marié(e),Commercial,Représentant Commercial,8,80,5,1,0,3,4,1,4,2,3,3,Non,14 %,1,4,1,1364,11,3,Transformation Digitale,Y,Occasionnel,0,0,0
51,F,13142,Célibataire,Consulting,Tech Lead,3,80,29,5,2,4,2,4,2,2,2,3,Non,16 %,0,1,1,1367,11,2,Entrepreunariat,Y,Occasionnel,0,3,0
18,F,1611,Célibataire,Consulting,Consultant,1,80,0,0,0,4,3,1,4,3,4,3,Non,15 %,0,5,1,1368,1,3,Infra & Cloud,Y,Aucun,0,0,0
35,F,5363,Marié(e),Consulting,Consultant,0,80,10,9,7,4,2,2,4,2,3,3,Non,12 %,1,0,1,1369,1,3,Transformation Digitale,Y,Occasionnel,0,0,0
27,M,5071,Célibataire,Commercial,Cadre Commercial,3,80,8,6,2,4,1,2,4,2,3,4,Non,20 %,0,3,1,1371,2,1,Infra & Cloud,Y,Frequent,0,0,0
55,M,13695,Célibataire,Commercial,Cadre Commercial,6,80,24,19,7,1,4,4,3,3,2,3,Oui,17 %,0,2,1,1372,13,4,Marketing,Y,Occasionnel,3,8,1
56,M,13402,Marié(e),Consulting,Tech Lead,4,80,33,19,16,4,3,4,2,1,3,3,Oui,12 %,1,0,1,1373,23,3,Infra & Cloud,Y,Occasionnel,15,9,0
34,F,2029,Divorcé(e),Consulting,Assistant de Direction,1,80,5,5,4,1,2,1,3,3,3,4,Non,20 %,3,2,1,1374,26,1,Entrepreunariat,Y,Aucun,0,0,0
40,F,6377,Divorcé(e),Consulting,Manager,5,80,15,12,11,2,4,2,3,2,3,4,Non,20 %,3,0,1,1375,2,1,Transformation Digitale,Y,Occasionnel,11,8,0
34,M,5429,Marié(e),Consulting,Consultant,4,80,10,8,7,2,3,2,3,1,3,3,Non,13 %,2,1,1,1377,29,3,Transformation Digitale,Y,Occasionnel,7,7,0
31,F,2785,Célibataire,Commercial,Représentant Commercial,7,80,3,1,0,3,2,1,4,3,4,3,Non,14 %,0,3,1,1379,2,3,Infra & Cloud,Y,Frequent,0,0,1
35,F,4614,Marié(e),Commercial,Cadre Commercial,0,80,5,4,2,4,3,2,3,3,2,3,Oui,18 %,1,0,1,1380,18,4,Marketing,Y,Frequent,3,2,1
38,M,2610,Divorcé(e),Consulting,Assistant de Direction,1,80,4,4,2,4,4,1,3,4,3,3,Non,11 %,3,2,1,1382,7,3,Infra & Cloud,Y,Frequent,0,3,0
34,F,6687,Célibataire,Consulting,Manager,1,80,14,14,11,3,3,2,4,4,4,3,Non,11 %,0,2,1,1383,2,4,Entrepreunariat,Y,Occasionnel,4,11,0
28,M,4724,Marié(e),Commercial,Cadre Commercial,1,80,5,5,3,3,2,2,1,3,3,3,Non,11 %,1,0,1,1387,26,3,Infra & Cloud,Y,Occasionnel,0,4,0
31,M,6179,Marié(e),Consulting,Tech Lead,1,80,10,10,2,4,3,2,3,4,2,3,Oui,15 %,2,3,1,1389,22,4,Transformation Digitale,Y,Occasionnel,6,7,1
39,M,6120,Marié(e),Commercial,Cadre Commercial,3,80,8,5,4,1,2,2,4,4,4,3,Oui,12 %,2,2,1,1390,21,4,Infra & Cloud,Y,Occasionnel,1,4,0
51,M,10596,Marié(e),Commercial,Cadre Commercial,2,80,14,4,2,2,3,3,2,2,3,3,Non,11 %,0,5,1,1391,2,3,Marketing,Y,Frequent,3,2,0
41,F,5467,Divorcé(e),Consulting,Assistant de Direction,3,80,12,6,2,4,3,2,4,1,2,3,Oui,14 %,2,4,1,1392,22,3,Infra & Cloud,Y,Frequent,3,3,0
37,M,2996,Marié(e),Consulting,Assistant de Direction,7,80,8,6,4,3,3,1,3,4,3,3,Oui,15 %,0,2,1,1394,4,1,Infra & Cloud,Y,Occasionnel,1,3,0
33,M,9998,Marié(e),Commercial,Cadre Commercial,6,80,8,5,4,2,3,2,4,1,4,3,Non,13 %,0,2,1,1395,5,1,Infra & Cloud,Y,Frequent,1,2,0
32,M,4078,Marié(e),Commercial,Cadre Commercial,0,80,4,3,2,3,3,2,2,1,2,3,Oui,13 %,3,3,1,1396,2,1,Marketing,Y,Occasionnel,1,2,0
39,M,10920,Marié(e),Consulting,Manager,3,80,13,6,4,3,3,3,3,2,3,4,Non,21 %,1,2,1,1397,25,2,Infra & Cloud,Y,Aucun,0,5,0
25,M,6232,Marié(e),Commercial,Cadre Commercial,2,80,6,3,2,1,4,2,3,2,2,3,Non,11 %,0,3,1,1399,18,1,Infra & Cloud,Y,Occasionnel,1,2,0
52,F,13247,Marié(e),Consulting,Tech Lead,2,80,24,5,3,4,4,4,3,2,2,3,Oui,11 %,1,3,1,1401,28,2,Transformation Digitale,Y,Frequent,0,2,0
43,F,4081,Célibataire,Consulting,Assistant de Direction,1,80,20,20,7,1,2,2,3,1,1,3,Oui,14 %,0,3,1,1402,6,3,Transformation Digitale,Y,Occasionnel,1,8,0
27,F,5769,Marié(e),Commercial,Cadre Commercial,1,80,6,6,2,4,2,2,4,4,3,3,Oui,11 %,0,3,1,1403,10,3,Marketing,Y,Occasionnel,4,4,0
27,F,2394,Célibataire,Consulting,Assistant de Direction,1,80,8,8,2,4,3,1,3,4,3,3,Oui,13 %,0,2,1,1405,17,4,Infra & Cloud,Y,Occasionnel,7,7,1
26,M,3904,Célibataire,Consulting,Assistant de Direction,0,80,5,4,3,1,2,1,4,4,3,3,Non,12 %,0,2,1,1407,2,1,Transformation Digitale,Y,Occasionnel,1,1,0
42,F,16799,Marié(e),Ressources Humaines,Senior Manager,0,80,21,20,7,3,3,4,1,3,3,3,Non,14 %,1,5,1,1408,10,3,Ressources Humaines,Y,Occasionnel,0,9,0
52,F,2950,Marié(e),Consulting,Consultant,9,80,12,5,4,3,3,1,1,3,1,3,Non,13 %,0,2,1,1409,8,4,Autre,Y,Occasionnel,0,4,0
37,F,3629,Célibataire,Consulting,Consultant,4,80,8,3,2,1,3,1,3,1,3,3,Non,18 %,0,6,1,1411,11,3,Transformation Digitale,Y,Occasionnel,0,2,0
35,M,9362,Célibataire,Consulting,Tech Lead,2,80,10,2,2,3,3,3,4,3,3,3,Non,11 %,0,2,1,1412,18,2,Infra & Cloud,Y,Frequent,2,2,0
25,M,3229,Marié(e),Consulting,Consultant,4,80,7,3,2,1,3,1,4,2,2,3,Non,11 %,1,2,1,1415,1,3,Entrepreunariat,Y,Occasionnel,0,2,0
26,M,3578,Célibataire,Consulting,Consultant,0,80,8,7,7,3,4,1,1,4,3,3,Non,12 %,0,2,1,1417,7,3,Autre,Y,Occasionnel,0,7,0
29,M,7988,Célibataire,Ressources Humaines,Ressources Humaines,1,80,10,10,9,2,2,3,1,1,2,3,Non,13 %,0,3,1,1419,17,3,Autre,Y,Occasionnel,0,9,0
49,M,4284,Célibataire,Consulting,Consultant,3,80,20,4,3,1,2,2,1,1,3,4,Non,20 %,0,2,1,1420,28,2,Infra & Cloud,Y,Frequent,1,3,1
29,F,7553,Célibataire,Consulting,Manager,0,80,9,8,7,3,3,3,4,1,3,3,Oui,12 %,0,1,1,1421,14,1,Autre,Y,Frequent,7,7,1
54,F,17328,Célibataire,Consulting,Directeur Technique,6,80,29,20,7,4,3,4,4,4,2,3,Non,19 %,0,3,1,1422,1,3,Transformation Digitale,Y,Occasionnel,12,7,0
58,F,19701,Marié(e),Consulting,Directeur Technique,3,80,32,9,8,4,3,5,1,3,3,4,Oui,21 %,1,3,1,1423,1,3,Transformation Digitale,Y,Occasionnel,1,5,0
55,M,14732,Divorcé(e),Consulting,Directeur Technique,2,80,31,7,7,2,4,4,4,4,4,3,Non,13 %,2,4,1,1424,1,4,Transformation Digitale,Y,Occasionnel,0,0,0
36,F,9278,Célibataire,Commercial,Cadre Commercial,3,80,15,5,4,1,3,2,2,4,3,3,Oui,16 %,0,3,1,1425,3,4,Marketing,Y,Occasionnel,0,1,0
